order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
58,162,Mary Jane,,Classics,Books,UPI,1,7188,2023-06-29 17:04:42,Australia,Melbourne,www.ebay.in,64103,N,Invalid CVV
59,191,Mary Jane,232.0,Mystery,Books,Internet Banking,48,8060,2023-02-03 21:14:13,Germany,Hamburg,www.tatacliq.com,29931,Y,
60,119,Trinity,252.0,Mystery,Books,UPI,1,2088,2023-10-13 00:01:00,India,Indore,www.ebay.in,88840,N,Insufficient Funds
61,120,John Smith,249.0,Socks,Clothing,Card,33,4851,2023-01-01 00:00:00,Germany,Berlin,www.ebay.in,34818,N,Timeout
62,117,Mary Jane,294.0,Hoodies,Clothing,Internet Banking,25,6484,2022-01-23 23:27:16,Australia,Brisbane,www.tatacliq.com,94527,N,Invalid CVV
63,121,Neo,273.0,Suits,Clothing,Wallet,20,4318,2021-03-10 21:00:20,Germany,Hamburg,www.ebay.in,31535,N,Insufficient Funds
64,116,John Smith,264.0,Tablet,Electronics,Internet Banking,31,6312,2021-10-18 22:14:10,USA,Boston,www.amazon.com,91212,Y,
65,163,Joe Smith,201.0,Stapler,Stationery,Wallet,35,1378,2023-02-05 00:38:37,Australia,Sydney,www.ebay.in,79556,N,Invalid CVV
66,164,Neo,217.0,Young Adult,Books,Card,50,6132,2023-05-20 11:51:53,India,Indore,www.ebay.in,65952,N,Timeout
67,118,Joe Smith,254.0,Sticky Notes,Stationery,UPI,24,7183,2023-02-16 06:47:27,India,Bengaluru,www.amazon.com,55923,N,Timeout
68,102,Joe Smith,210.0,Poetry,Books,Wallet,14,3150,2021-09-23 07:29:51,UK,Oxford,www.ebay.in,52643,Y,
69,142,Joe Smith,257.0,Monitor,Electronics,Internet Banking,38,9062,2023-02-27 00:18:53,Germany,Berlin,www.flipkart.com,60941,Y,
70,112,Neo,228.0,Laptop,Electronics,Wallet,49,521,2021-06-25 23:25:12,India,Indore,www.ebay.in,88525,N,Insufficient Funds
71,176,Neo,299.0,Fitness Tracker,Electronics,Wallet,21,7921,2022-01-24 17:08:35,UK,Oxford,www.amazon.com,24767,Y,
72,164,Neo,277.0,Cutlery,Home & Kitchen,Internet Banking,47,2827,2021-02-09 19:10:12,Australia,Sydney,www.flipkart.com,53815,Y,
73,148,Joe Smith,299.0,Dresses,Clothing,Internet Banking,20,8655,2022-09-27 17:22:43,UK,Oxford,www.ebay.in,34165,Y,
74,136,Neo,300.0,Biography,Books,UPI,4,9750,2021-09-02 11:32:06,Australia,Sydney,www.ebay.in,94873,N,Invalid CVV
75,151,Neo,287.0,Shoes,Clothing,Internet Banking,6,3549,2022-07-28 07:15:28,Germany,Berlin,www.tatacliq.com,36929,Y,
76,125,John Smith,241.0,T-Shirts,Clothing,Card,13,6141,2023-04-09 17:57:51,USA,Chicago,www.flipkart.com,13175,Y,
77,124,John Smith,238.0,Wireless Router,Electronics,Wallet,41,2692,2023-09-24 11:32:24,Australia,Sydney,www.flipkart.com,84864,N,Insufficient Funds
78,193,Joe Smith,213.0,Biography,Books,Card,29,835,2021-08-11 00:03:55,USA,Chicago,www.flipkart.com,16536,Y,
79,134,Mary Jane,220.0,Cutlery,Home & Kitchen,UPI,3,1325,2023-05-07 09:48:50,USA,Chicago,www.amazon.com,33053,Y,
80,149,John Smith,268.0,Young Adult,Books,Internet Banking,1,5012,2022-01-26 03:15:50,USA,Boston,www.tatacliq.com,82770,N,Insufficient Funds
81,133,Neo,274.0,T-Shirts,Clothing,Internet Banking,-43,2114,2021-09-03 02:51:15,USA,New York,www.tatacliq.com,66493,N,Insufficient Funds
82,182,Joe Smith,281.0,Microwave,Home & Kitchen,UPI,8,771,2022-12-31 23:43:28,Germany,Munich,www.amazon.com,23947,Y,
83,179,Neo,226.0,Projector,Electronics,Wallet,4,3823,2023-06-18 10:47:46,Australia,Melbourne,www.amazon.com,13284,Y,
84,163,Trinity,300.0,Sticky Notes,Stationery,UPI,22,7714,2023-06-25 17:07:51,India,Bengaluru,www.flipkart.com,64226,N,Insufficient Funds
85,164,Mary Jane,249.0,Markers,Stationery,Card,3,2054,2021-08-06 19:42:09,Germany,Hamburg,www.ebay.in,78173,N,Insufficient Funds
86,147,Trinity,225.0,Gaming Console,Electronics,Card,36,8345,2021-04-26 15:18:02,USA,Chicago,www.ebay.in,51027,N,Invalid CVV
87,187,Neo,242.0,Coats,Clothing,UPI,46,8424,2022-03-06 16:16:09,Australia,Brisbane,www.amazon.com,53626,N,Insufficient Funds
88,195,John Smith,298.0,Jeans,Clothing,Internet Banking,50,7267,2021-01-24 16:50:59,USA,Chicago,www.flipkart.com,77567,Y,
89,105,Trinity,234.0,Monitor,Electronics,Card,6,5139,2021-12-15 00:22:25,USA,Boston,www.ebay.in,37586,N,Timeout
90,200,Trinity,277.0,Dish Rack,Home & Kitchen,Wallet,20,3543,2021-08-27 18:01:37,India,Mumbai,www.tatacliq.com,31233,Y,
91,170,Joe Smith,220.0,Microwave,Home & Kitchen,Wallet,27,8184,2022-04-21 17:19:21,Australia,Melbourne,www.ebay.in,19852,N,Timeout
92,104,Neo,227.0,Air Fryer,Home & Kitchen,Card,18,1002,2023-08-18 11:09:33,UK,Manchester,www.ebay.in,54954,Y,
93,189,Mary Jane,232.0,Portable Charger,Electronics,Internet Banking,18,8038,2023-04-06 02:02:33,India,Mumbai,www.flipkart.com,61845,N,Insufficient Funds
94,134,Neo,258.0,Wireless Router,Electronics,Card,13,2908,2021-11-27 19:01:42,USA,Chicago,www.flipkart.com,95610,Y,
95,100,Trinity,273.0,Shorts,Clothing,Card,37,2703,2023-09-25 12:41:14,UK,London,www.ebay.in,16295,Y,
96,100,Trinity,297.0,Pens,Stationery,UPI,6,1680,2023-05-30 20:22:35,USA,Boston,www.flipkart.com,26363,Y,
97,168,Joe Smith,288.0,Jeans,Clothing,Card,32,107,2023-12-10 10:29:03,India,Bengaluru,www.ebay.in,50484,N,Invalid CVV
98,127,Trinity,241.0,Hats,Clothing,UPI,41,8910,2021-03-28 19:06:09,UK,London,www.ebay.in,38559,Y,
99,191,Neo,215.0,Oven Mitts,Home & Kitchen,Card,34,9426,2022-03-06 14:15:21,Australia,Sydney,www.tatacliq.com,50490,Y,
100,123,Trinity,227.0,Comics,Books,Internet Banking,47,39,2023-05-19 21:24:24,Germany,Berlin,www.amazon.com,55967,N,Timeout
101,155,John Smith,225.0,Skirts,Clothing,UPI,9,545,2021-05-05 03:29:36,UK,Oxford,www.ebay.in,64267,N,Timeout
102,118,Neo,203.0,File Folder,Stationery,Card,35,6670,2022-09-07 18:50:32,UK,London,www.tatacliq.com,57072,N,Invalid CVV
103,159,Trinity,262.0,Children's Books,Books,Wallet,16,6673,2021-09-15 09:58:02,Germany,Hamburg,www.flipkart.com,98553,N,Insufficient Funds
104,169,Joe Smith,265.0,Skirts,Clothing,Wallet,31,3110,2022-09-18 23:31:51,USA,New York,www.ebay.in,81711,Y,
105,136,Mary Jane,250.0,Blouses,Clothing,UPI,38,465,2023-04-26 08:09:06,Australia,Brisbane,www.ebay.in,69718,N,Timeout
106,156,Joe Smith,240.0,Projector,Electronics,Internet Banking,31,5283,2022-10-02 20:01:04,India,Bengaluru,www.amazon.com,46272,N,Timeout
107,127,John Smith,257.0,Travel Books,Books,UPI,35,4844,2023-08-01 20:38:41,USA,New York,www.ebay.in,27623,N,Insufficient Funds
108,120,John Smith,248.0,Paper Cutter,Stationery,Card,14,889,2023-01-01 00:00:00,UK,Manchester,www.tatacliq.com,81451,Y,
109,170,John Smith,235.0,Binder,Stationery,Wallet,12,4060,2023-06-10 07:39:33,India,Indore,www.tatacliq.com,26257,Y,
110,143,Joe Smith,203.0,Smartphone,Electronics,Wallet,36,883,2023-09-13 07:24:05,Australia,Brisbane,www.amazon.com,55980,Y,
111,124,Joe Smith,206.0,Graphic Novels,Books,Wallet,15,164,2021-03-07 22:24:14,India,Bengaluru,www.flipkart.com,28164,N,Invalid CVV
112,115,Neo,238.0,Markers,Stationery,Card,41,6430,2022-10-01 09:12:19,USA,Chicago,www.tatacliq.com,58164,N,Timeout
113,158,Mary Jane,246.0,Mugs,Home & Kitchen,UPI,44,4928,2021-07-20 21:38:50,UK,Manchester,www.flipkart.com,78302,N,Timeout
114,124,Mary Jane,260.0,Laptop,Electronics,UPI,36,4083,2021-02-19 16:23:49,India,Indore,www.ebay.in,86686,N,Insufficient Funds
115,141,Neo,268.0,Fantasy,Books,Card,40,6447,2023-01-31 11:04:57,India,Bengaluru,www.flipkart.com,12506,Y,
116,168,Trinity,232.0,Laptop,Electronics,Wallet,40,8919,2021-07-26 07:50:22,USA,Chicago,www.flipkart.com,50988,N,Insufficient Funds
117,168,Trinity,280.0,Historical Fiction,Books,UPI,11,8576,2023-09-18 05:23:41,India,Mumbai,www.amazon.com,50680,Y,
118,125,Joe Smith,244.0,Dish Rack,Home & Kitchen,UPI,41,731,2023-09-22 16:16:20,USA,New York,www.ebay.in,21962,N,Timeout
119,200,Mary Jane,263.0,Smartwatch,Electronics,Internet Banking,14,3020,2021-11-22 13:17:09,USA,Chicago,www.amazon.com,32269,N,Invalid CVV
120,139,Neo,222.0,Graphic Novels,Books,Internet Banking,16,8679,2023-07-23 18:54:47,Germany,Berlin,www.amazon.com,53577,N,Insufficient Funds
121,109,Neo,299.0,Oven Mitts,Home & Kitchen,Invalid,47,9327,2023-11-18 04:54:56,USA,Boston,www.flipkart.com,69014,Y,
122,164,John Smith,200.0,Stapler,Stationery,Internet Banking,50,3764,2022-01-03 15:27:37,USA,Boston,www.amazon.com,21992,Y,
123,170,,264.0,Jackets,Clothing,UPI,4,719,2023-02-12 04:28:58,India,Bengaluru,www.tatacliq.com,22617,Y,
124,163,Trinity,232.0,Highlighters,Stationery,Wallet,2,9468,2022-12-02 08:19:48,USA,Boston,www.ebay.in,23736,N,Insufficient Funds
125,190,Mary Jane,265.0,USB Flash Drive,Electronics,UPI,50,6452,2023-12-25 03:16:59,Australia,Brisbane,www.amazon.com,85412,N,Insufficient Funds
126,171,Joe Smith,233.0,Portable Charger,Electronics,Card,5,8132,2023-07-04 12:25:35,UK,Manchester,www.tatacliq.com,11121,Y,
127,105,Mary Jane,265.0,Highlighters,Stationery,Internet Banking,39,6431,2022-06-10 14:28:27,UK,Oxford,www.ebay.in,72888,N,Insufficient Funds
128,159,Neo,221.0,USB Flash Drive,Electronics,Wallet,33,9490,2023-01-01 00:00:00,UK,London,www.ebay.in,68393,N,Timeout
129,134,Neo,205.0,Historical Fiction,Books,Internet Banking,4,866,2023-03-27 02:43:37,Australia,Melbourne,www.amazon.com,46769,Y,
130,106,Trinity,265.0,Jeans,Clothing,Internet Banking,30,6844,2022-10-08 05:01:23,India,Indore,www.flipkart.com,81874,Y,
131,105,John Smith,229.0,Children's Books,Books,Internet Banking,35,9671,2023-05-31 19:21:08,Australia,Sydney,www.amazon.com,85048,Y,
132,124,John Smith,262.0,Toaster,Home & Kitchen,UPI,42,9598,2021-08-24 10:53:17,India,Bengaluru,www.flipkart.com,84843,N,Insufficient Funds
133,165,Neo,289.0,Drone,Electronics,Internet Banking,25,3084,2023-08-20 22:34:04,USA,Boston,www.tatacliq.com,48729,Y,
134,159,John Smith,269.0,Hats,Clothing,UPI,25,5755,2021-12-06 07:00:01,Australia,Brisbane,www.flipkart.com,42301,N,Timeout
135,113,Trinity,279.0,Toaster,Home & Kitchen,Wallet,49,2994,2022-06-14 00:43:27,Australia,Brisbane,www.amazon.com,58569,N,Timeout
136,148,Mary Jane,230.0,Underwear,Clothing,Card,25,8989,2022-01-13 07:01:13,Australia,Sydney,www.tatacliq.com,71049,N,Insufficient Funds
137,186,Neo,228.0,Paper Clips,Stationery,UPI,38,3998,2023-03-26 08:57:34,Australia,Melbourne,www.flipkart.com,63898,N,Invalid CVV
138,129,Joe Smith,212.0,Dresses,Clothing,Internet Banking,1,4784,2023-03-09 01:04:35,USA,Chicago,www.flipkart.com,38296,N,Timeout
139,152,Trinity,238.0,Cutlery,Home & Kitchen,UPI,47,312,2021-11-21 02:35:42,Germany,Hamburg,www.tatacliq.com,53467,Y,
140,143,Joe Smith,246.0,Pens,Stationery,Wallet,8,2172,2023-05-14 08:33:02,Australia,Sydney,www.tatacliq.com,54456,N,Insufficient Funds
141,157,John Smith,282.0,Science Fiction,Books,Card,45,8525,2022-01-03 23:55:39,Australia,Sydney,www.flipkart.com,31853,N,Timeout
142,109,John Smith,265.0,Shorts,Clothing,UPI,44,452,2023-07-12 13:46:55,USA,Boston,www.flipkart.com,75423,Y,
143,179,Trinity,222.0,Calculator,Stationery,Internet Banking,38,8155,2022-09-12 15:40:07,India,Mumbai,www.tatacliq.com,96496,Y,
144,173,Joe Smith,285.0,Smart TV,Electronics,Wallet,17,5513,2023-02-09 21:37:04,UK,Manchester,www.amazon.com,71593,N,Timeout
145,125,Mary Jane,217.0,Projector,Electronics,Card,20,9982,2023-03-20 10:14:33,Germany,Berlin,www.ebay.in,16418,N,Timeout
146,140,John Smith,270.0,Pencils,Stationery,Internet Banking,50,5192,2022-08-11 14:15:16,Australia,Melbourne,www.ebay.in,62879,Y,
147,164,Neo,209.0,Sweaters,Clothing,Wallet,5,8019,2023-07-17 05:52:00,Australia,Melbourne,www.amazon.com,62520,Y,
148,196,Mary Jane,298.0,Gaming Console,Electronics,UPI,31,6559,2022-03-29 14:09:02,Australia,Melbourne,www.flipkart.com,37473,N,Insufficient Funds
149,131,Joe Smith,245.0,Home Theater System,Electronics,Internet Banking,14,822,2022-02-04 13:20:55,India,Indore,www.amazon.com,35116,N,Timeout
150,149,Trinity,293.0,Notebook,Stationery,Wallet,29,7187,2023-04-09 13:47:15,Australia,Melbourne,www.tatacliq.com,24075,N,Insufficient Funds
151,127,Mary Jane,220.0,Kitchen Scale,Home & Kitchen,Card,5,9864,2022-10-21 16:08:05,USA,Boston,www.ebay.in,53734,Y,
152,159,Mary Jane,245.0,Cookware,Home & Kitchen,Wallet,11,4908,2023-11-09 23:05:21,India,Indore,www.flipkart.com,22704,N,Insufficient Funds
153,195,Mary Jane,268.0,Kitchen Scale,Home & Kitchen,Internet Banking,44,2132,2021-01-03 17:49:00,USA,Chicago,www.flipkart.com,55851,N,Timeout
154,192,John Smith,259.0,Camera,Electronics,UPI,13,9117,2022-01-19 21:15:39,Australia,Brisbane,www.amazon.com,81454,N,Insufficient Funds
155,132,Neo,279.0,Young Adult,Books,Internet Banking,38,2276,2022-10-11 20:17:43,UK,Manchester,www.ebay.in,42011,Y,
156,106,Neo,259.0,Tablet,Electronics,UPI,33,3391,2021-05-24 03:18:26,India,Indore,www.amazon.com,71852,Y,
157,152,Mary Jane,289.0,Classics,Books,Internet Banking,45,6864,2023-01-04 15:19:55,USA,New York,www.flipkart.com,71909,Y,
158,161,Mary Jane,222.0,Nightwear,Clothing,Internet Banking,20,3238,2023-08-10 22:31:31,Germany,Hamburg,www.ebay.in,11004,Y,
159,195,Trinity,237.0,Plates,Home & Kitchen,UPI,38,3974,2021-03-06 14:55:46,USA,Boston,www.tatacliq.com,40268,Y,
160,184,John Smith,299.0,VR Headset,Electronics,Internet Banking,50,1931,2023-04-09 11:44:55,India,Mumbai,www.amazon.com,58308,N,Insufficient Funds
161,160,John Smith,300.0,Classics,Books,UPI,49,9408,2023-10-21 07:18:31,Germany,Hamburg,www.flipkart.com,85119,N,Invalid CVV
162,138,Trinity,257.0,Paper Cutter,Stationery,Card,13,2039,2022-08-20 07:35:24,UK,London,www.flipkart.com,46334,N,Invalid CVV
163,137,John Smith,280.0,Pens,Stationery,UPI,32,2340,2021-02-28 23:54:54,USA,Chicago,www.ebay.in,87426,Y,
164,130,Trinity,241.0,Bluetooth Earbuds,Electronics,Wallet,3,6804,2021-05-28 12:06:31,USA,Chicago,www.amazon.com,33953,N,Timeout
165,151,Mary Jane,268.0,Comics,Books,Wallet,27,5421,2022-11-20 04:03:13,India,Bengaluru,www.tatacliq.com,86038,N,Invalid CVV
166,104,Mary Jane,280.0,Smart TV,Electronics,UPI,30,4403,2022-04-21 10:40:30,UK,Oxford,www.tatacliq.com,89929,N,Invalid CVV
167,140,Neo,268.0,Graphic Novels,Books,Card,15,6028,2023-02-10 18:25:23,UK,London,www.flipkart.com,24598,N,Invalid CVV
168,146,Joe Smith,248.0,Cutlery,Home & Kitchen,Internet Banking,10,7897,2023-12-22 18:33:10,India,Bengaluru,www.tatacliq.com,41599,N,Insufficient Funds
169,199,Neo,224.0,VR Headset,Electronics,Card,44,9180,2021-06-02 18:49:34,Australia,Melbourne,www.tatacliq.com,64190,Y,
170,129,John Smith,272.0,Smart TV,Electronics,Card,3,9174,2021-03-28 01:21:21,Australia,Sydney,www.tatacliq.com,28010,Y,
171,158,Neo,204.0,Drone,Electronics,Wallet,31,7984,2023-12-26 19:29:51,Germany,Hamburg,www.flipkart.com,42422,Y,
172,128,Neo,248.0,Camera,Electronics,UPI,35,421526,2021-05-21 17:22:26,Germany,Berlin,www.ebay.in,20005,N,Timeout
173,187,,226.0,Coffee Maker,Home & Kitchen,UPI,46,8913,2022-03-14 23:56:53,Germany,Hamburg,www.flipkart.com,77301,Y,
174,142,John Smith,230.0,Underwear,Clothing,Card,2,672,2021-09-03 17:16:29,India,Indore,www.tatacliq.com,55415,Y,
175,156,John Smith,279.0,Pencils,Stationery,Card,15,7979,2023-09-17 18:26:43,Australia,Sydney,www.amazon.com,64405,N,Insufficient Funds
176,141,John Smith,227.0,Projector,Electronics,Internet Banking,34,9800,2021-02-04 08:36:17,Australia,Melbourne,www.ebay.in,68626,N,Timeout
177,183,Neo,291.0,Textbooks,Books,Card,50,9593,2022-06-25 08:36:04,USA,Chicago,www.tatacliq.com,74886,N,Invalid CVV
178,179,John Smith,211.0,T-Shirts,Clothing,UPI,31,3036,2023-01-21 14:02:56,USA,Chicago,www.tatacliq.com,26389,Y,
179,191,Trinity,252.0,Mystery,Books,Internet Banking,32,4117,2023-07-14 23:36:04,Germany,Munich,www.amazon.com,64332,N,Insufficient Funds
180,100,Trinity,240.0,Hoodies,Clothing,Wallet,5,2472,2021-09-17 22:51:53,Germany,Berlin,www.tatacliq.com,35244,Y,
181,155,Joe Smith,289.0,Nightwear,Clothing,Wallet,25,9920,2023-10-05 15:56:13,India,Mumbai,www.amazon.com,24168,Y,
182,191,Neo,262.0,Bluetooth Earbuds,Electronics,Wallet,16,9154,2021-12-22 15:07:57,Germany,Hamburg,www.flipkart.com,93932,Y,
183,186,Neo,246.0,Science Fiction,Books,Card,15,9264,2023-05-02 22:33:49,India,Bengaluru,www.tatacliq.com,49150,N,Insufficient Funds
184,140,John Smith,250.0,External Hard Drive,Electronics,Internet Banking,25,2727,2023-12-06 05:08:01,USA,Chicago,www.tatacliq.com,27236,Y,
185,100,Mary Jane,214.0,Fantasy,Books,Wallet,24,1622,2023-05-27 19:40:33,India,Mumbai,www.amazon.com,69177,Y,
186,142,John Smith,243.0,Plates,Home & Kitchen,Internet Banking,50,4531,2022-10-22 11:23:05,USA,Boston,www.ebay.in,21143,Y,
187,184,Mary Jane,275.0,Textbooks,Books,Wallet,17,3421,2021-01-14 05:07:38,UK,London,www.amazon.com,81766,N,Invalid CVV
